id,title,type,release_year,age_certification,runtime,genre,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,Revenue(In Millions)
ts300399,Five Came Back: The Reference Films,SHOW,1945,TV-MA,51,'documentation',['US'],6.510860655737705,23439.382473841557,0.6,6.510860655737705,169
tm84618,Taxi Driver,MOVIE,1976,R,114,'drama',['US'],8.2,808582.0,40.965,8.2,16
tm84618,Taxi Driver,MOVIE,1976,R,114,'crime',['US'],8.2,808582.0,40.965,8.2,16
tm154986,Deliverance,MOVIE,1972,R,109,'drama',['US'],7.7,107673.0,10.01,7.7,73
tm154986,Deliverance,MOVIE,1972,R,109,'action',['US'],7.7,107673.0,10.01,7.7,73
tm154986,Deliverance,MOVIE,1972,R,109,'thriller',['US'],7.7,107673.0,10.01,7.7,73
tm154986,Deliverance,MOVIE,1972,R,109,'european',['US'],7.7,107673.0,10.01,7.7,73
tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,'fantasy',['GB'],8.2,534486.0,15.461,8.2,23
tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,'action',['GB'],8.2,534486.0,15.461,8.2,23
tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,'comedy',['GB'],8.2,534486.0,15.461,8.2,23
tm120801,The Dirty Dozen,MOVIE,1967,Unrated,150,'war',"['GB', 'US']",7.7,72662.0,20.398,7.7,300
tm120801,The Dirty Dozen,MOVIE,1967,Unrated,150,'action',"['GB', 'US']",7.7,72662.0,20.398,7.7,300
ts22164,Monty Python's Flying Circus,SHOW,1969,TV-14,30,'comedy',['GB'],8.8,73424.0,17.617,8.8,76
ts22164,Monty Python's Flying Circus,SHOW,1969,TV-14,30,'european',['GB'],8.8,73424.0,17.617,8.8,76
tm70993,Life of Brian,MOVIE,1979,R,94,'comedy',['GB'],8.0,395024.0,17.77,8.0,264
tm14873,Dirty Harry,MOVIE,1971,R,102,'thriller',['US'],7.7,155051.0,12.817,7.7,163
tm14873,Dirty Harry,MOVIE,1971,R,102,'action',['US'],7.7,155051.0,12.817,7.7,163
tm14873,Dirty Harry,MOVIE,1971,R,102,'crime',['US'],7.7,155051.0,12.817,7.7,163
tm119281,Bonnie and Clyde,MOVIE,1967,R,110,'crime',['US'],7.7,112048.0,15.687,7.7,96
tm119281,Bonnie and Clyde,MOVIE,1967,R,110,'drama',['US'],7.7,112048.0,15.687,7.7,96
tm119281,Bonnie and Clyde,MOVIE,1967,R,110,'action',['US'],7.7,112048.0,15.687,7.7,96
tm98978,The Blue Lagoon,MOVIE,1980,R,104,'romance',['US'],5.8,69844.0,50.324,5.8,76
tm98978,The Blue Lagoon,MOVIE,1980,R,104,'action',['US'],5.8,69844.0,50.324,5.8,76
tm98978,The Blue Lagoon,MOVIE,1980,R,104,'drama',['US'],5.8,69844.0,50.324,5.8,76
tm44204,The Guns of Navarone,MOVIE,1961,Unrated,158,'action',"['GB', 'US']",7.5,50748.0,13.844,7.5,214
tm44204,The Guns of Navarone,MOVIE,1961,Unrated,158,'drama',"['GB', 'US']",7.5,50748.0,13.844,7.5,214
tm44204,The Guns of Navarone,MOVIE,1961,Unrated,158,'war',"['GB', 'US']",7.5,50748.0,13.844,7.5,214
tm67378,The Professionals,MOVIE,1966,PG-13,117,'western',['US'],7.3,16446.0,13.123,7.3,48
tm67378,The Professionals,MOVIE,1966,PG-13,117,'action',['US'],7.3,16446.0,13.123,7.3,48
tm67378,The Professionals,MOVIE,1966,PG-13,117,'european',['US'],7.3,16446.0,13.123,7.3,48
tm69997,Richard Pryor: Live in Concert,MOVIE,1979,R,78,'comedy',['US'],8.1,5141.0,4.718,8.1,288
tm69997,Richard Pryor: Live in Concert,MOVIE,1979,R,78,'documentation',['US'],8.1,5141.0,4.718,8.1,288
tm16479,White Christmas,MOVIE,1954,Unrated,115,'romance',['US'],7.5,42488.0,8.915,7.5,219
tm16479,White Christmas,MOVIE,1954,Unrated,115,'comedy',['US'],7.5,42488.0,8.915,7.5,219
tm135083,Cairo Station,MOVIE,1958,Unrated,77,'drama',['EG'],7.5,4471.0,5.546,7.5,125
tm135083,Cairo Station,MOVIE,1958,Unrated,77,'crime',['EG'],7.5,4471.0,5.546,7.5,125
tm135083,Cairo Station,MOVIE,1958,Unrated,77,'comedy',['EG'],7.5,4471.0,5.546,7.5,125
tm89386,Hitler: A Career,MOVIE,1977,PG,150,'history',['DE'],7.5,2460.0,4.305,7.5,117
tm89386,Hitler: A Career,MOVIE,1977,PG,150,'documentation',['DE'],7.5,2460.0,4.305,7.5,117
tm89386,Hitler: A Career,MOVIE,1977,PG,150,'european',['DE'],7.5,2460.0,4.305,7.5,117
tm156453,FTA,MOVIE,1972,R,97,'war',['US'],6.2,418.0,1.268,6.2,294
tm156453,FTA,MOVIE,1972,R,97,'documentation',['US'],6.2,418.0,1.268,6.2,294
tm156453,FTA,MOVIE,1972,R,97,'music',['US'],6.2,418.0,1.268,6.2,294
tm156453,FTA,MOVIE,1972,R,97,'comedy',['US'],6.2,418.0,1.268,6.2,294
tm14350,Alexandria… Why?,MOVIE,1979,Unrated,133,'drama',['EG'],7.2,1727.0,1.37,7.2,168
tm81728,The Land,MOVIE,1969,Unrated,129,'drama',['EG'],8.1,1958.0,1.265,8.1,196
tm94651,Dostana,MOVIE,1980,Unrated,161,'drama',['IN'],2.1,25.0,3.98,2.1,103
tm94651,Dostana,MOVIE,1980,Unrated,161,'comedy',['IN'],2.1,25.0,3.98,2.1,103
tm94651,Dostana,MOVIE,1980,Unrated,161,'crime',['IN'],2.1,25.0,3.98,2.1,103
tm94651,Dostana,MOVIE,1980,Unrated,161,'romance',['IN'],2.1,25.0,3.98,2.1,103
tm94651,Dostana,MOVIE,1980,Unrated,161,'action',['IN'],2.1,25.0,3.98,2.1,103
tm27298,Saladin the Victorious,MOVIE,1963,Unrated,186,'action',['EG'],7.6,2508.0,4.156,7.6,261
tm27298,Saladin the Victorious,MOVIE,1963,Unrated,186,'drama',['EG'],7.6,2508.0,4.156,7.6,261
tm27298,Saladin the Victorious,MOVIE,1963,Unrated,186,'war',['EG'],7.6,2508.0,4.156,7.6,261
tm27298,Saladin the Victorious,MOVIE,1963,Unrated,186,'history',['EG'],7.6,2508.0,4.156,7.6,261
tm27298,Saladin the Victorious,MOVIE,1963,Unrated,186,'romance',['EG'],7.6,2508.0,4.156,7.6,261
tm100027,Alibaba Aur 40 Chor,MOVIE,1979,Unrated,146,'drama',"['SU', 'IN']",6.2,565.0,2.582,6.2,52
tm100027,Alibaba Aur 40 Chor,MOVIE,1979,Unrated,146,'romance',"['SU', 'IN']",6.2,565.0,2.582,6.2,52
tm100027,Alibaba Aur 40 Chor,MOVIE,1979,Unrated,146,'action',"['SU', 'IN']",6.2,565.0,2.582,6.2,52
tm100027,Alibaba Aur 40 Chor,MOVIE,1979,Unrated,146,'fantasy',"['SU', 'IN']",6.2,565.0,2.582,6.2,52
tm100027,Alibaba Aur 40 Chor,MOVIE,1979,Unrated,146,'family',"['SU', 'IN']",6.2,565.0,2.582,6.2,52
tm19608,The Blazing Sun,MOVIE,1954,Unrated,100,'crime',['EG'],7.4,1219.0,2.184,7.4,39
tm19608,The Blazing Sun,MOVIE,1954,Unrated,100,'romance',['EG'],7.4,1219.0,2.184,7.4,39
tm19608,The Blazing Sun,MOVIE,1954,Unrated,100,'drama',['EG'],7.4,1219.0,2.184,7.4,39
tm204541,Dark Waters,MOVIE,1956,Unrated,120,'action',['EG'],6.7,610.0,0.849,6.7,34
tm204541,Dark Waters,MOVIE,1956,Unrated,120,'drama',['EG'],6.7,610.0,0.849,6.7,34
tm204541,Dark Waters,MOVIE,1956,Unrated,120,'romance',['EG'],6.7,610.0,0.849,6.7,34
tm204541,Dark Waters,MOVIE,1956,Unrated,120,'thriller',['EG'],6.7,610.0,0.849,6.7,34
tm259855,We Are All for the Fatherland,MOVIE,1979,Unrated,74,'documentation',"['LB', 'CA', 'FR']",6.1,47.0,0.6,6.1,59
tm356209,Singapore,MOVIE,1960,Unrated,158,'drama',['IN'],6.4,84.0,0.792,6.4,256
tm356209,Singapore,MOVIE,1960,Unrated,158,'thriller',['IN'],6.4,84.0,0.792,6.4,256
tm356209,Singapore,MOVIE,1960,Unrated,158,'crime',['IN'],6.4,84.0,0.792,6.4,256
ts45948,Monty Python's Fliegender Zirkus,SHOW,1972,TV-MA,43,'comedy',[],8.1,2151.0,1.487,8.1,89
tm200475,"Beirut, Oh Beirut",MOVIE,1975,Unrated,110,'drama',['LB'],6.4,108.0,1.025,6.4,197
tm90896,The Return of the Prodigal Son,MOVIE,1976,Unrated,124,'music',"['DZ', 'EG']",7.2,780.0,1.858,7.2,212
tm90896,The Return of the Prodigal Son,MOVIE,1976,Unrated,124,'drama',"['DZ', 'EG']",7.2,780.0,1.858,7.2,212
tm90896,The Return of the Prodigal Son,MOVIE,1976,Unrated,124,'crime',"['DZ', 'EG']",7.2,780.0,1.858,7.2,212
tm336403,Khoon Khoon,MOVIE,1973,Unrated,131,'crime',['IN'],5.1,41.0,1.948,5.1,122
tm336403,Khoon Khoon,MOVIE,1973,Unrated,131,'thriller',['IN'],5.1,41.0,1.948,5.1,122
tm107372,Manoranjan,MOVIE,1974,Unrated,162,'romance',['IN'],6.5,237.0,1.532,6.5,32
tm107372,Manoranjan,MOVIE,1974,Unrated,162,'drama',['IN'],6.5,237.0,1.532,6.5,32
tm107372,Manoranjan,MOVIE,1974,Unrated,162,'comedy',['IN'],6.5,237.0,1.532,6.5,32
tm358653,Ujala,MOVIE,1959,Unrated,142,'romance',['IN'],6.6,78.0,0.84,6.6,81
tm358653,Ujala,MOVIE,1959,Unrated,142,'crime',['IN'],6.6,78.0,0.84,6.6,81
tm358653,Ujala,MOVIE,1959,Unrated,142,'drama',['IN'],6.6,78.0,0.84,6.6,81
tm259684,Whispers,MOVIE,1980,Unrated,93,'documentation',"['CA', 'FR', 'LB']",7.8,78.0,0.6,7.8,53
tm403346,Chadi Jawani Budhe Nu,MOVIE,1976,Unrated,135,'romance',['IN'],4.6,14.0,0.62,4.6,239
tm16812,Bandie,MOVIE,1978,Unrated,141,'drama',['IN'],4.4,35.0,1.166,4.4,51
tm16812,Bandie,MOVIE,1978,Unrated,141,'action',['IN'],4.4,35.0,1.166,4.4,51
tm16812,Bandie,MOVIE,1978,Unrated,141,'romance',['IN'],4.4,35.0,1.166,4.4,51
ts20681,Seinfeld,SHOW,1989,TV-PG,24,'comedy',['US'],8.9,308824.0,130.213,8.9,133
tm155787,GoodFellas,MOVIE,1990,R,145,'drama',['US'],8.7,1131681.0,50.387,8.7,219
tm155787,GoodFellas,MOVIE,1990,R,145,'crime',['US'],8.7,1131681.0,50.387,8.7,219
tm22327,Full Metal Jacket,MOVIE,1987,R,117,'war',"['US', 'GB']",8.3,729274.0,32.937,8.3,208
tm22327,Full Metal Jacket,MOVIE,1987,R,117,'drama',"['US', 'GB']",8.3,729274.0,32.937,8.3,208
tm180542,Once Upon a Time in America,MOVIE,1984,R,139,'crime',"['US', 'IT']",8.3,345714.0,28.937,8.3,50
tm180542,Once Upon a Time in America,MOVIE,1984,R,139,'drama',"['US', 'IT']",8.3,345714.0,28.937,8.3,50
tm180542,Once Upon a Time in America,MOVIE,1984,R,139,'european',"['US', 'IT']",8.3,345714.0,28.937,8.3,50
tm138875,When Harry Met Sally...,MOVIE,1989,R,96,'comedy',['US'],7.7,216199.0,15.123,7.7,296
tm138875,When Harry Met Sally...,MOVIE,1989,R,96,'romance',['US'],7.7,216199.0,15.123,7.7,296
tm138875,When Harry Met Sally...,MOVIE,1989,R,96,'drama',['US'],7.7,216199.0,15.123,7.7,296
tm2386,A Nightmare on Elm Street,MOVIE,1984,R,91,'horror',"['GB', 'US']",7.4,234068.0,48.358,7.4,137
tm133087,Steel Magnolias,MOVIE,1989,PG,119,'comedy',['US'],7.3,54946.0,11.69,7.3,272
tm133087,Steel Magnolias,MOVIE,1989,PG,119,'drama',['US'],7.3,54946.0,11.69,7.3,272
tm133087,Steel Magnolias,MOVIE,1989,PG,119,'romance',['US'],7.3,54946.0,11.69,7.3,272
tm177480,Police Academy,MOVIE,1984,R,97,'crime',['US'],6.7,124881.0,25.533,6.7,234
tm177480,Police Academy,MOVIE,1984,R,97,'comedy',['US'],6.7,124881.0,25.533,6.7,234
tm54450,Christine,MOVIE,1983,R,110,'horror',['US'],6.7,81922.0,23.418,6.7,248
tm54450,Christine,MOVIE,1983,R,110,'thriller',['US'],6.7,81922.0,23.418,6.7,248
tm54450,Christine,MOVIE,1983,R,110,'european',['US'],6.7,81922.0,23.418,6.7,248
ts22082,Knight Rider,SHOW,1982,TV-PG,51,'scifi',['US'],6.9,34115.0,50.267,6.9,249
ts22082,Knight Rider,SHOW,1982,TV-PG,51,'action',['US'],6.9,34115.0,50.267,6.9,249
ts22082,Knight Rider,SHOW,1982,TV-PG,51,'crime',['US'],6.9,34115.0,50.267,6.9,249
ts22082,Knight Rider,SHOW,1982,TV-PG,51,'drama',['US'],6.9,34115.0,50.267,6.9,249
ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,'animation',['GB'],6.5,5104.0,42.196,6.5,74
ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,'family',['GB'],6.5,5104.0,42.196,6.5,74
ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,'comedy',['GB'],6.5,5104.0,42.196,6.5,74
ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,'fantasy',['GB'],6.5,5104.0,42.196,6.5,74
ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,'drama',['GB'],6.5,5104.0,42.196,6.5,74
ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,'action',['GB'],6.5,5104.0,42.196,6.5,74
ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,'music',['GB'],6.5,5104.0,42.196,6.5,74
ts20678,Saved by the Bell,SHOW,1989,TV-G,23,'family',['US'],7.1,35034.0,19.855,7.1,186
ts20678,Saved by the Bell,SHOW,1989,TV-G,23,'comedy',['US'],7.1,35034.0,19.855,7.1,186
ts20678,Saved by the Bell,SHOW,1989,TV-G,23,'romance',['US'],7.1,35034.0,19.855,7.1,186
tm145608,Awakenings,MOVIE,1990,PG-13,120,'drama',['US'],7.8,139240.0,12.23,7.8,253
tm145608,Awakenings,MOVIE,1990,PG-13,120,'european',['US'],7.8,139240.0,12.23,7.8,253
ts25028,Wheel of Fortune,SHOW,1983,TV-G,26,'family',['US'],6.7,3145.0,5.935,6.7,84
tm147710,National Lampoon's Christmas Vacation,MOVIE,1989,PG-13,97,'comedy',['US'],7.5,185760.0,18.862,7.5,97
tm147710,National Lampoon's Christmas Vacation,MOVIE,1989,PG-13,97,'european',['US'],7.5,185760.0,18.862,7.5,97
tm142895,Lean On Me,MOVIE,1989,PG-13,105,'drama',['US'],7.4,20680.0,19.449,7.4,44
tm20712,Eddie Murphy Raw,MOVIE,1987,R,90,'comedy',['US'],7.6,19757.0,7.992,7.6,289
tm20712,Eddie Murphy Raw,MOVIE,1987,R,90,'documentation',['US'],7.6,19757.0,7.992,7.6,289
tm117580,She's Gotta Have It,MOVIE,1986,R,84,'romance',['US'],6.7,14472.0,7.416,6.7,27
tm117580,She's Gotta Have It,MOVIE,1986,R,84,'comedy',['US'],6.7,14472.0,7.416,6.7,27
ts23753,Major Dad,SHOW,1989,TV-PG,24,'comedy',['US'],6.5,2922.0,9.849,6.5,77
ts23753,Major Dad,SHOW,1989,TV-PG,24,'family',['US'],6.5,2922.0,9.849,6.5,77
tm130586,Endless Love,MOVIE,1981,R,116,'romance',['US'],4.9,8524.0,19.116,4.9,255
tm130586,Endless Love,MOVIE,1981,R,116,'drama',['US'],4.9,8524.0,19.116,4.9,255
ts987,Danger Mouse,SHOW,1981,TV-Y,14,'animation',['GB'],7.4,3545.0,8.55,7.4,139
ts987,Danger Mouse,SHOW,1981,TV-Y,14,'comedy',['GB'],7.4,3545.0,8.55,7.4,139
ts987,Danger Mouse,SHOW,1981,TV-Y,14,'family',['GB'],7.4,3545.0,8.55,7.4,139
ts987,Danger Mouse,SHOW,1981,TV-Y,14,'scifi',['GB'],7.4,3545.0,8.55,7.4,139
ts987,Danger Mouse,SHOW,1981,TV-Y,14,'european',['GB'],7.4,3545.0,8.55,7.4,139
tm721687,Vaashi,MOVIE,1983,Unrated,123,'drama',['IN'],6.7,388.0,3.79,6.7,297
tm721687,Vaashi,MOVIE,1983,Unrated,123,'thriller',['IN'],6.7,388.0,3.79,6.7,297
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Unrated,119,'scifi',['JP'],7.3,1693.0,8.092,7.3,35
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Unrated,119,'animation',['JP'],7.3,1693.0,8.092,7.3,35
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Unrated,119,'action',['JP'],7.3,1693.0,8.092,7.3,35
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Unrated,119,'drama',['JP'],7.3,1693.0,8.092,7.3,35
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,Unrated,119,'war',['JP'],7.3,1693.0,8.092,7.3,35
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Unrated,133,'animation',['JP'],7.2,1274.0,13.125,7.2,138
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Unrated,133,'scifi',['JP'],7.2,1274.0,13.125,7.2,138
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Unrated,133,'action',['JP'],7.2,1274.0,13.125,7.2,138
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Unrated,133,'drama',['JP'],7.2,1274.0,13.125,7.2,138
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,Unrated,133,'war',['JP'],7.2,1274.0,13.125,7.2,138
ts2760,Fireman Sam,SHOW,1987,TV-Y,10,'animation',['GB'],6.1,1785.0,37.647,6.1,247
ts2760,Fireman Sam,SHOW,1987,TV-Y,10,'comedy',['GB'],6.1,1785.0,37.647,6.1,247
ts2760,Fireman Sam,SHOW,1987,TV-Y,10,'family',['GB'],6.1,1785.0,37.647,6.1,247
ts2760,Fireman Sam,SHOW,1987,TV-Y,10,'crime',['GB'],6.1,1785.0,37.647,6.1,247
ts2760,Fireman Sam,SHOW,1987,TV-Y,10,'european',['GB'],6.1,1785.0,37.647,6.1,247
tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,'comedy',['US'],7.2,660.0,1.843,7.2,87
tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,'documentation',['US'],7.2,660.0,1.843,7.2,87
tm126769,Waiting for the Hearse,MOVIE,1985,Unrated,87,'comedy',['AR'],8.0,6399.0,7.81,8.0,20
tm152839,Tim Allen: Men Are Pigs,MOVIE,1990,Unrated,30,'comedy',['US'],6.1,360.0,2.482,6.1,57
tm152839,Tim Allen: Men Are Pigs,MOVIE,1990,Unrated,30,'documentation',['US'],6.1,360.0,2.482,6.1,57
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Unrated,144,'action',['JP'],7.6,1236.0,12.741,7.6,169
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Unrated,144,'drama',['JP'],7.6,1236.0,12.741,7.6,169
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Unrated,144,'war',['JP'],7.6,1236.0,12.741,7.6,169
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Unrated,144,'animation',['JP'],7.6,1236.0,12.741,7.6,169
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,Unrated,144,'scifi',['JP'],7.6,1236.0,12.741,7.6,169
tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,81,'comedy',['GB'],7.9,15230.0,6.833,7.9,82
tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,81,'documentation',['GB'],7.9,15230.0,6.833,7.9,82
tm52815,Disco Dancer,MOVIE,1982,Unrated,106,'drama',['IN'],6.4,1476.0,7.879,6.4,62
tm52815,Disco Dancer,MOVIE,1982,Unrated,106,'romance',['IN'],6.4,1476.0,7.879,6.4,62
tm159912,Agneepath,MOVIE,1990,Unrated,174,'drama',['IN'],7.6,8947.0,4.062,7.6,126
tm159912,Agneepath,MOVIE,1990,Unrated,174,'action',['IN'],7.6,8947.0,4.062,7.6,126
tm159912,Agneepath,MOVIE,1990,Unrated,174,'crime',['IN'],7.6,8947.0,4.062,7.6,126
tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,1989,Unrated,72,'comedy',['GB'],8.1,1522.0,1.801,8.1,98
tm38736,Too Young The Hero,MOVIE,1988,Unrated,100,'drama',['US'],6.7,502.0,1.485,6.7,300
tm38736,Too Young The Hero,MOVIE,1988,Unrated,100,'war',['US'],6.7,502.0,1.485,6.7,300
tm51083,A Stoning in Fulham County,MOVIE,1988,Unrated,120,'thriller',['US'],5.9,387.0,1.01,5.9,230
tm51083,A Stoning in Fulham County,MOVIE,1988,Unrated,120,'crime',['US'],5.9,387.0,1.01,5.9,230
tm51083,A Stoning in Fulham County,MOVIE,1988,Unrated,120,'drama',['US'],5.9,387.0,1.01,5.9,230
tm137013,The Ryan White Story,MOVIE,1989,Unrated,102,'drama',['US'],7.2,863.0,1.981,7.2,219
tm157603,Dil,MOVIE,1990,Unrated,172,'drama',['IN'],6.6,5316.0,3.992,6.6,225
tm157603,Dil,MOVIE,1990,Unrated,172,'comedy',['IN'],6.6,5316.0,3.992,6.6,225
tm157603,Dil,MOVIE,1990,Unrated,172,'romance',['IN'],6.6,5316.0,3.992,6.6,225
tm258072,Adam: His Song Continues,MOVIE,1986,Unrated,100,'crime',['US'],7.0,212.0,1.603,7.0,17
tm258072,Adam: His Song Continues,MOVIE,1986,Unrated,100,'drama',['US'],7.0,212.0,1.603,7.0,17
tm114356,The George McKenna Story,MOVIE,1988,Unrated,100,'drama',['US'],6.0,921.0,2.296,6.0,124
tm157853,In Defense of a Married Man,MOVIE,1990,Unrated,94,'drama',['US'],5.6,207.0,2.444,5.6,150
tm157853,In Defense of a Married Man,MOVIE,1990,Unrated,94,'crime',['US'],5.6,207.0,2.444,5.6,150
tm132164,Bill Hicks: Sane Man,MOVIE,1989,R,80,'comedy',['US'],6.510860655737705,23439.382473841557,3.377,6.510860655737705,44
tm446654,Mujrim,MOVIE,1989,Unrated,162,'drama',['IN'],5.4,197.0,1.418,5.4,209
tm446654,Mujrim,MOVIE,1989,Unrated,162,'action',['IN'],5.4,197.0,1.418,5.4,209
tm446654,Mujrim,MOVIE,1989,Unrated,162,'crime',['IN'],5.4,197.0,1.418,5.4,209
tm348735,Aakhri Adaalat,MOVIE,1988,Unrated,148,'action',['IN'],5.1,92.0,1.374,5.1,203
tm348735,Aakhri Adaalat,MOVIE,1988,Unrated,148,'crime',['IN'],5.1,92.0,1.374,5.1,203
tm348735,Aakhri Adaalat,MOVIE,1988,Unrated,148,'thriller',['IN'],5.1,92.0,1.374,5.1,203
tm151332,"Alexandria, Again and Forever",MOVIE,1989,Unrated,105,'drama',"['FR', 'EG']",6.5,658.0,0.817,6.5,60
tm342996,Duniya,MOVIE,1984,Unrated,170,'action',['IN'],6.3,245.0,1.394,6.3,274
tm342996,Duniya,MOVIE,1984,Unrated,170,'drama',['IN'],6.3,245.0,1.394,6.3,274
tm24110,Strange Voices,MOVIE,1987,Unrated,100,'drama',['US'],6.3,360.0,2.76,6.3,144
tm371359,Jaal,MOVIE,1986,Unrated,159,'action',['IN'],5.2,125.0,3.366,5.2,159
tm371359,Jaal,MOVIE,1986,Unrated,159,'drama',['IN'],5.2,125.0,3.366,5.2,159
tm371359,Jaal,MOVIE,1986,Unrated,159,'thriller',['IN'],5.2,125.0,3.366,5.2,159
tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,1988,Unrated,100,'drama',['US'],7.2,144.0,2.246,7.2,27
ts63001,High Risk,SHOW,1988,TV-PG,50,'comedy',['US'],3.8,6.0,1.4,3.8,296
tm311264,Muqaddar Ka Faisla,MOVIE,1987,Unrated,172,'action',['IN'],4.8,69.0,2.236,4.8,240
tm311264,Muqaddar Ka Faisla,MOVIE,1987,Unrated,172,'comedy',['IN'],4.8,69.0,2.236,4.8,240
tm311264,Muqaddar Ka Faisla,MOVIE,1987,Unrated,172,'drama',['IN'],4.8,69.0,2.236,4.8,240
tm311264,Muqaddar Ka Faisla,MOVIE,1987,Unrated,172,'family',['IN'],4.8,69.0,2.236,4.8,240
tm411457,Pyar Ke Do Pal,MOVIE,1986,Unrated,125,'drama',['IN'],6.1,66.0,1.756,6.1,149
tm411457,Pyar Ke Do Pal,MOVIE,1986,Unrated,125,'action',['IN'],6.1,66.0,1.756,6.1,149
tm172482,Sohni Mahiwal,MOVIE,1984,Unrated,160,'romance',['IN'],6.1,297.0,6.052,6.1,188
tm172482,Sohni Mahiwal,MOVIE,1984,Unrated,160,'drama',['IN'],6.1,297.0,6.052,6.1,188
tm172482,Sohni Mahiwal,MOVIE,1984,Unrated,160,'action',['IN'],6.1,297.0,6.052,6.1,188
tm419052,Ek Jaan Hain Hum,MOVIE,1983,Unrated,151,'family',['IN'],6.3,70.0,0.986,6.3,178
tm419052,Ek Jaan Hain Hum,MOVIE,1983,Unrated,151,'romance',['IN'],6.3,70.0,0.986,6.3,178
tm47673,An Egyptian Story,MOVIE,1982,Unrated,129,'drama',['EG'],7.3,1126.0,1.77,7.3,251
tm47673,An Egyptian Story,MOVIE,1982,Unrated,129,'fantasy',['EG'],7.3,1126.0,1.77,7.3,251
tm52274,The Little Wars,MOVIE,1982,Unrated,108,'war',"['FR', 'LB']",6.3,152.0,1.956,6.3,256
tm52274,The Little Wars,MOVIE,1982,Unrated,108,'drama',"['FR', 'LB']",6.3,152.0,1.956,6.3,256
tm52274,The Little Wars,MOVIE,1982,Unrated,108,'european',"['FR', 'LB']",6.3,152.0,1.956,6.3,256
tm147829,Unspeakable Acts,MOVIE,1990,Unrated,100,'drama',['US'],6.1,464.0,2.075,6.1,28
ts20981,Survivor,SHOW,2000,TV-PG,48,'reality',['US'],7.4,24687.0,54.19,7.4,1
tm107744,Mission: Impossible,MOVIE,1996,PG-13,110,'thriller',['US'],7.1,420673.0,41.115,7.1,63
tm107744,Mission: Impossible,MOVIE,1996,PG-13,110,'action',['US'],7.1,420673.0,41.115,7.1,63
ts22176,Stargate SG-1,SHOW,1997,TV-PG,44,'scifi',"['CA', 'US']",8.4,90196.0,88.851,8.4,246
ts22176,Stargate SG-1,SHOW,1997,TV-PG,44,'drama',"['CA', 'US']",8.4,90196.0,88.851,8.4,246
ts22176,Stargate SG-1,SHOW,1997,TV-PG,44,'action',"['CA', 'US']",8.4,90196.0,88.851,8.4,246
tm15897,Se7en,MOVIE,1995,R,127,'crime',['US'],8.6,1606270.0,51.633,8.6,93
tm15897,Se7en,MOVIE,1995,R,127,'thriller',['US'],8.6,1606270.0,51.633,8.6,93
tm15897,Se7en,MOVIE,1995,R,127,'drama',['US'],8.6,1606270.0,51.633,8.6,93
ts21223,Pokémon,SHOW,1997,TV-Y7,22,'action',['JP'],7.4,198.0,115.356,7.4,293
ts21223,Pokémon,SHOW,1997,TV-Y7,22,'scifi',['JP'],7.4,198.0,115.356,7.4,293
ts21223,Pokémon,SHOW,1997,TV-Y7,22,'animation',['JP'],7.4,198.0,115.356,7.4,293
ts21223,Pokémon,SHOW,1997,TV-Y7,22,'comedy',['JP'],7.4,198.0,115.356,7.4,293
ts21223,Pokémon,SHOW,1997,TV-Y7,22,'fantasy',['JP'],7.4,198.0,115.356,7.4,293
